STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USC00309495,WILLSBORO 1 N NY US,20100831,3.85,-9999,20.23,-9999,66.4,76.2,56.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100901,0.07,-9999,20.30,-9999,66.2,76.0,56.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100902,0.15,-9999,20.38,-9999,65.9,75.7,56.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100903,0.22,-9999,20.45,-9999,65.6,75.5,55.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100904,0.30,-9999,20.53,-9999,65.3,75.2,55.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100905,0.38,-9999,20.61,-9999,65.0,74.9,55.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100906,0.45,-9999,20.68,-9999,64.7,74.6,54.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100907,0.52,-9999,20.75,-9999,64.4,74.2,54.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100908,0.60,-9999,20.83,-9999,64.1,73.9,54.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100909,0.67,-9999,20.90,-9999,63.7,73.5,53.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100910,0.75,-9999,20.98,-9999,63.4,73.2,53.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100911,0.82,-9999,21.05,-9999,63.0,72.8,53.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100912,0.90,-9999,21.13,-9999,62.6,72.4,52.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100913,0.98,-9999,21.21,-9999,62.2,72.0,52.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100914,1.06,-9999,21.29,-9999,61.8,71.6,52.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100915,1.15,-9999,21.38,-9999,61.4,71.2,51.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100916,1.24,-9999,21.47,-9999,61.0,70.7,51.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100917,1.33,-9999,21.56,-9999,60.6,70.3,50.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100918,1.42,-9999,21.65,-9999,60.1,69.8,50.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100919,1.50,-9999,21.73,-9999,59.7,69.4,50.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100920,1.59,-9999,21.82,-9999,59.2,68.9,49.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100921,1.68,-9999,21.91,-9999,58.8,68.4,49.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20100922,1.77,-9999,22.00,-9999,58.3,67.9,48.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20100923,1.86,-9999,22.09,-9999,57.9,67.5,48.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20100924,1.96,-9999,22.19,-9999,57.4,67.0,47.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20100925,2.06,-9999,22.29,-9999,56.9,66.5,47.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20100926,2.16,-9999,22.39,-9999,56.5,66.0,46.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20100927,2.26,-9999,22.49,-9999,56.0,65.5,46.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100928,2.36,-9999,22.59,-9999,55.5,65.0,46.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20100929,2.45,-9999,22.68,-9999,55.1,64.5,45.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100930,2.55,-9999,22.78,-9999,54.6,64.0,45.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101001,0.09,-9999,22.87,-9999,54.1,63.6,44.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101002,0.17,-9999,22.95,-9999,53.7,63.1,44.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101003,0.26,-9999,23.04,-9999,53.2,62.6,43.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101004,0.35,-9999,23.13,-9999,52.8,62.1,43.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101005,0.44,-9999,23.22,-9999,52.4,61.7,43.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101006,0.54,-9999,23.32,-9999,51.9,61.2,42.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101007,0.64,-9999,23.42,-9999,51.5,60.8,42.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101008,0.73,-9999,23.51,-9999,51.1,60.3,41.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101009,0.83,-9999,23.61,-9999,50.7,59.9,41.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101010,0.92,-9999,23.70,-9999,50.3,59.5,41.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101011,1.02,-9999,23.80,-9999,49.9,59.0,40.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101012,1.12,-9999,23.90,-9999,49.5,58.6,40.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101013,1.22,-9999,24.00,-9999,49.1,58.2,40.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101014,1.31,-9999,24.09,-9999,48.7,57.8,39.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101015,1.40,-9999,24.18,-9999,48.4,57.4,39.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101016,1.49,-9999,24.27,-9999,48.0,57.0,39.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101017,1.59,-9999,24.37,-9999,47.7,56.7,38.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101018,1.69,-9999,24.47,-9999,47.3,56.3,38.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101019,1.80,-9999,24.58,-9999,47.0,55.9,38.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101020,1.92,-9999,24.70,-9999,46.7,55.6,37.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101021,2.03,-9999,24.81,-9999,46.4,55.2,37.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101022,2.13,-9999,24.91,-9999,46.0,54.9,37.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101023,2.24,-9999,25.02,-9999,45.7,54.5,36.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101024,2.34,-9999,25.12,-9999,45.4,54.2,36.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101025,2.44,-9999,25.22,-9999,45.1,53.9,36.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101026,2.54,-9999,25.32,-9999,44.8,53.5,36.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101027,2.63,-9999,25.41,-9999,44.5,53.2,35.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101028,2.73,-9999,25.51,-9999,44.3,52.9,35.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101029,2.83,-9999,25.61,-9999,44.0,52.6,35.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101030,2.92,-9999,25.70,-9999,43.7,52.2,35.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101031,3.01,-9999,25.79,-9999,43.4,51.9,34.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101101,0.15,-9999,25.94,-9999,43.1,51.6,34.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101102,0.29,-9999,26.08,-9999,42.8,51.3,34.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101103,0.43,-9999,26.22,-9999,42.5,50.9,34.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101104,0.58,-9999,26.37,-9999,42.2,50.6,33.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101105,0.73,-9999,26.52,-9999,41.9,50.3,33.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101106,0.86,-9999,26.65,-9999,41.7,50.0,33.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101107,0.99,-9999,26.78,-9999,41.4,49.6,33.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101108,1.12,-9999,26.91,-9999,41.1,49.3,32.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101109,1.25,-9999,27.04,-9999,40.7,49.0,32.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101110,1.38,-9999,27.17,-9999,40.4,48.6,32.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101111,1.49,-9999,27.28,-9999,40.1,48.3,32.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101112,1.60,-9999,27.39,-9999,39.8,47.9,31.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101113,1.72,-9999,27.51,-9999,39.5,47.6,31.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101114,1.84,-9999,27.63,-9999,39.2,47.2,31.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101115,1.96,-9999,27.75,-9999,38.8,46.8,30.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101116,2.07,-9999,27.86,-9999,38.5,46.5,30.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101117,2.16,-9999,27.95,-9999,38.1,46.1,30.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101118,2.24,-9999,28.03,-9999,37.8,45.7,29.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101119,2.32,-9999,28.11,-9999,37.4,45.3,29.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101120,2.41,-9999,28.20,-9999,37.1,44.9,29.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101121,2.49,-9999,28.28,-9999,36.7,44.6,28.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101122,2.58,-9999,28.37,-9999,36.3,44.2,28.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101123,2.67,-9999,28.46,-9999,35.9,43.8,28.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101124,2.77,-9999,28.56,-9999,35.5,43.4,27.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101125,2.86,-9999,28.65,-9999,35.2,43.0,27.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101126,2.95,-9999,28.74,-9999,34.8,42.6,27.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101127,3.04,-9999,28.83,-9999,34.4,42.1,26.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101128,3.13,-9999,28.92,-9999,34.0,41.7,26.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101129,3.23,-9999,29.02,-9999,33.6,41.3,25.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101130,3.32,-9999,29.11,-9999,33.1,40.9,25.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101201,0.07,-9999,29.18,-9999,32.7,40.5,25.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101202,0.13,-9999,29.24,-9999,32.3,40.1,24.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101203,0.19,-9999,29.30,-9999,31.9,39.7,24.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101204,0.26,-9999,29.37,-9999,31.5,39.3,23.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101205,0.32,-9999,29.43,-9999,31.1,38.8,23.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101206,0.39,-9999,29.50,-9999,30.6,38.4,22.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101207,0.45,-9999,29.56,-9999,30.2,38.0,22.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101208,0.51,-9999,29.62,-9999,29.8,37.6,22.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101209,0.58,-9999,29.69,-9999,29.4,37.2,21.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101210,0.64,-9999,29.75,-9999,29.0,36.8,21.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101211,0.71,-9999,29.82,-9999,28.6,36.4,20.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101212,0.77,-9999,29.88,-9999,28.1,36.0,20.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101213,0.84,-9999,29.95,-9999,27.7,35.6,19.8
GHCND:USC00309495,WILLSBORO 1 N NY US,20101214,0.89,-9999,30.00,-9999,27.3,35.2,19.4
GHCND:USC00309495,WILLSBORO 1 N NY US,20101215,0.95,-9999,30.06,-9999,26.9,34.9,19.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101216,1.01,-9999,30.12,-9999,26.5,34.5,18.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101217,1.07,-9999,30.18,-9999,26.1,34.1,18.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101218,1.12,-9999,30.23,-9999,25.7,33.7,17.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101219,1.18,-9999,30.29,-9999,25.4,33.4,17.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101220,1.24,-9999,30.35,-9999,25.0,33.0,16.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101221,1.29,-9999,30.40,-9999,24.6,32.7,16.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20101222,1.35,-9999,30.46,-9999,24.2,32.4,16.1
GHCND:USC00309495,WILLSBORO 1 N NY US,20101223,1.41,-9999,30.52,-9999,23.9,32.0,15.7
GHCND:USC00309495,WILLSBORO 1 N NY US,20101224,1.48,-9999,30.59,-9999,23.5,31.7,15.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101225,1.54,-9999,30.65,-9999,23.2,31.4,15.0
GHCND:USC00309495,WILLSBORO 1 N NY US,20101226,1.60,-9999,30.71,-9999,22.8,31.1,14.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101227,1.66,-9999,30.77,-9999,22.5,30.8,14.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20101228,1.73,-9999,30.84,-9999,22.2,30.5,13.9
GHCND:USC00309495,WILLSBORO 1 N NY US,20101229,1.80,-9999,30.91,-9999,21.9,30.2,13.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20101230,1.87,-9999,30.98,-9999,21.6,29.9,13.2
GHCND:USC00309495,WILLSBORO 1 N NY US,20101231,1.93,-9999,31.04,-9999,21.3,29.7,12.9
GHCND:USC00437607,SOUTH HERO VT US,20100101,0.06,0.4,0.06,0.4,20.7,28.4,12.9
GHCND:USC00437607,SOUTH HERO VT US,20100102,0.12,0.8,0.12,0.8,20.4,28.2,12.6
GHCND:USC00437607,SOUTH HERO VT US,20100103,0.18,1.2,0.18,1.2,20.2,28.1,12.3
GHCND:USC00437607,SOUTH HERO VT US,20100104,0.24,1.6,0.24,1.6,20.0,27.9,12.0
GHCND:USC00437607,SOUTH HERO VT US,20100105,0.30,2.0,0.30,2.0,19.7,27.7,11.7
GHCND:USC00437607,SOUTH HERO VT US,20100106,0.36,2.4,0.36,2.4,19.5,27.6,11.5
GHCND:USC00437607,SOUTH HERO VT US,20100107,0.42,2.7,0.42,2.7,19.3,27.4,11.2
GHCND:USC00437607,SOUTH HERO VT US,20100108,0.48,3.1,0.48,3.1,19.2,27.3,11.0
GHCND:USC00437607,SOUTH HERO VT US,20100109,0.54,3.5,0.54,3.5,19.0,27.2,10.8
GHCND:USC00437607,SOUTH HERO VT US,20100110,0.60,3.9,0.60,3.9,18.8,27.1,10.6
GHCND:USC00437607,SOUTH HERO VT US,20100111,0.66,4.3,0.66,4.3,18.7,27.0,10.4
GHCND:USC00437607,SOUTH HERO VT US,20100112,0.72,4.6,0.72,4.6,18.6,26.9,10.2
GHCND:USC00437607,SOUTH HERO VT US,20100113,0.78,5.0,0.78,5.0,18.5,26.9,10.1
GHCND:USC00437607,SOUTH HERO VT US,20100114,0.83,5.4,0.83,5.4,18.4,26.8,9.9
GHCND:USC00437607,SOUTH HERO VT US,20100115,0.89,5.8,0.89,5.8,18.3,26.8,9.8
GHCND:USC00437607,SOUTH HERO VT US,20100116,0.95,6.2,0.95,6.2,18.2,26.7,9.7
GHCND:USC00437607,SOUTH HERO VT US,20100117,1.01,6.7,1.01,6.7,18.2,26.7,9.6
GHCND:USC00437607,SOUTH HERO VT US,20100118,1.07,7.1,1.07,7.1,18.1,26.7,9.5
GHCND:USC00437607,SOUTH HERO VT US,20100119,1.13,7.5,1.13,7.5,18.1,26.7,9.5
GHCND:USC00437607,SOUTH HERO VT US,20100120,1.19,7.9,1.19,7.9,18.1,26.7,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100121,1.24,8.4,1.24,8.4,18.1,26.8,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100122,1.30,8.8,1.30,8.8,18.1,26.8,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100123,1.36,9.3,1.36,9.3,18.1,26.8,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100124,1.41,9.7,1.41,9.7,18.1,26.9,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100125,1.47,10.1,1.47,10.1,18.2,27.0,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100126,1.52,10.6,1.52,10.6,18.2,27.0,9.4
GHCND:USC00437607,SOUTH HERO VT US,20100127,1.58,11.0,1.58,11.0,18.3,27.1,9.5
GHCND:USC00437607,SOUTH HERO VT US,20100128,1.63,11.4,1.63,11.4,18.4,27.2,9.6
GHCND:USC00437607,SOUTH HERO VT US,20100129,1.69,11.8,1.69,11.8,18.5,27.3,9.6
GHCND:USC00437607,SOUTH HERO VT US,20100130,1.74,12.2,1.74,12.2,18.6,27.5,9.7
GHCND:USC00437607,SOUTH HERO VT US,20100131,1.79,12.6,1.79,12.6,18.7,27.6,9.8
GHCND:USC00437607,SOUTH HERO VT US,20100201,0.05,0.4,1.84,13.0,18.8,27.7,9.9
GHCND:USC00437607,SOUTH HERO VT US,20100202,0.10,0.8,1.89,13.4,19.0,27.9,10.1
GHCND:USC00437607,SOUTH HERO VT US,20100203,0.15,1.2,1.94,13.8,19.1,28.0,10.2
GHCND:USC00437607,SOUTH HERO VT US,20100204,0.20,1.5,1.99,14.1,19.3,28.2,10.3
GHCND:USC00437607,SOUTH HERO VT US,20100205,0.25,1.9,2.04,14.5,19.4,28.4,10.5
GHCND:USC00437607,SOUTH HERO VT US,20100206,0.30,2.3,2.09,14.9,19.6,28.6,10.6
GHCND:USC00437607,SOUTH HERO VT US,20100207,0.35,2.7,2.14,15.3,19.8,28.8,10.8
GHCND:USC00437607,SOUTH HERO VT US,20100208,0.39,3.1,2.18,15.7,20.0,29.0,11.0
GHCND:USC00437607,SOUTH HERO VT US,20100209,0.44,3.4,2.23,16.0,20.2,29.2,11.2
GHCND:USC00437607,SOUTH HERO VT US,20100210,0.49,3.8,2.28,16.4,20.4,29.4,11.4
GHCND:USC00437607,SOUTH HERO VT US,20100211,0.54,4.2,2.33,16.8,20.6,29.6,11.6
GHCND:USC00437607,SOUTH HERO VT US,20100212,0.59,4.6,2.38,17.2,20.8,29.8,11.8
GHCND:USC00437607,SOUTH HERO VT US,20100213,0.64,5.0,2.43,17.6,21.0,30.0,12.0
GHCND:USC00437607,SOUTH HERO VT US,20100214,0.69,5.4,2.48,18.0,21.2,30.3,12.2
GHCND:USC00437607,SOUTH HERO VT US,20100215,0.73,5.7,2.52,18.3,21.5,30.5,12.4
GHCND:USC00437607,SOUTH HERO VT US,20100216,0.78,6.1,2.57,18.7,21.7,30.8,12.6
GHCND:USC00437607,SOUTH HERO VT US,20100217,0.83,6.5,2.62,19.1,22.0,31.0,12.9
GHCND:USC00437607,SOUTH HERO VT US,20100218,0.88,6.8,2.67,19.4,22.2,31.3,13.1
GHCND:USC00437607,SOUTH HERO VT US,20100219,0.93,7.2,2.72,19.8,22.5,31.6,13.4
GHCND:USC00437607,SOUTH HERO VT US,20100220,0.98,7.5,2.77,20.1,22.7,31.8,13.6
GHCND:USC00437607,SOUTH HERO VT US,20100221,1.03,7.9,2.82,20.5,23.0,32.1,13.9
GHCND:USC00437607,SOUTH HERO VT US,20100222,1.08,8.3,2.87,20.9,23.3,32.4,14.1
GHCND:USC00437607,SOUTH HERO VT US,20100223,1.14,8.6,2.93,21.2,23.5,32.7,14.4
GHCND:USC00437607,SOUTH HERO VT US,20100224,1.19,9.0,2.98,21.6,23.8,33.0,14.7
GHCND:USC00437607,SOUTH HERO VT US,20100225,1.25,9.3,3.04,21.9,24.1,33.3,15.0
GHCND:USC00437607,SOUTH HERO VT US,20100226,1.30,9.7,3.09,22.3,24.4,33.6,15.2
GHCND:USC00437607,SOUTH HERO VT US,20100227,1.36,10.0,3.15,22.6,24.7,33.9,15.5
GHCND:USC00437607,SOUTH HERO VT US,20100228,1.42,10.4,3.21,23.0,25.0,34.2,15.8
GHCND:USC00437607,SOUTH HERO VT US,20100301,0.06,0.4,3.27,23.4,25.3,34.5,16.1
GHCND:USC00437607,SOUTH HERO VT US,20100302,0.11,0.7,3.32,23.7,25.6,34.8,16.4
GHCND:USC00437607,SOUTH HERO VT US,20100303,0.17,1.1,3.38,24.1,25.9,35.1,16.7
GHCND:USC00437607,SOUTH HERO VT US,20100304,0.22,1.5,3.43,24.5,26.3,35.4,17.1
GHCND:USC00437607,SOUTH HERO VT US,20100305,0.28,1.8,3.49,24.8,26.6,35.8,17.4
GHCND:USC00437607,SOUTH HERO VT US,20100306,0.34,2.2,3.55,25.2,26.9,36.1,17.7
GHCND:USC00437607,SOUTH HERO VT US,20100307,0.40,2.6,3.61,25.6,27.3,36.5,18.1
GHCND:USC00437607,SOUTH HERO VT US,20100308,0.46,3.0,3.67,26.0,27.6,36.8,18.4
GHCND:USC00437607,SOUTH HERO VT US,20100309,0.53,3.4,3.74,26.4,27.9,37.1,18.7
GHCND:USC00437607,SOUTH HERO VT US,20100310,0.59,3.8,3.80,26.8,28.3,37.5,19.1
GHCND:USC00437607,SOUTH HERO VT US,20100311,0.65,4.2,3.86,27.2,28.7,37.9,19.5
GHCND:USC00437607,SOUTH HERO VT US,20100312,0.71,4.5,3.92,27.5,29.0,38.2,19.8
GHCND:USC00437607,SOUTH HERO VT US,20100313,0.77,4.9,3.98,27.9,29.4,38.6,20.2
GHCND:USC00437607,SOUTH HERO VT US,20100314,0.84,5.3,4.05,28.3,29.8,39.0,20.6
GHCND:USC00437607,SOUTH HERO VT US,20100315,0.90,5.6,4.11,28.6,30.2,39.4,21.0
GHCND:USC00437607,SOUTH HERO VT US,20100316,0.96,5.9,4.17,28.9,30.6,39.8,21.4
GHCND:USC00437607,SOUTH HERO VT US,20100317,1.02,6.3,4.23,29.3,31.0,40.2,21.8
GHCND:USC00437607,SOUTH HERO VT US,20100318,1.09,6.6,4.30,29.6,31.4,40.6,22.2
GHCND:USC00437607,SOUTH HERO VT US,20100319,1.15,6.9,4.36,29.9,31.8,41.0,22.6
GHCND:USC00437607,SOUTH HERO VT US,20100320,1.22,7.2,4.43,30.2,32.2,41.4,23.0
GHCND:USC00437607,SOUTH HERO VT US,20100321,1.28,7.5,4.49,30.5,32.6,41.8,23.4
GHCND:USC00437607,SOUTH HERO VT US,20100322,1.35,7.7,4.56,30.7,33.0,42.2,23.9
GHCND:USC00437607,SOUTH HERO VT US,20100323,1.42,8.0,4.63,31.0,33.5,42.7,24.3
GHCND:USC00437607,SOUTH HERO VT US,20100324,1.49,8.2,4.70,31.2,33.9,43.1,24.7
GHCND:USC00437607,SOUTH HERO VT US,20100325,1.56,8.4,4.77,31.4,34.4,43.6,25.2
GHCND:USC00437607,SOUTH HERO VT US,20100326,1.63,8.6,4.84,31.6,34.8,44.0,25.6
GHCND:USC00437607,SOUTH HERO VT US,20100327,1.69,8.9,4.90,31.9,35.3,44.5,26.1
GHCND:USC00437607,SOUTH HERO VT US,20100328,1.76,9.1,4.97,32.1,35.7,44.9,26.5
GHCND:USC00437607,SOUTH HERO VT US,20100329,1.83,9.2,5.04,32.2,36.2,45.4,27.0
GHCND:USC00437607,SOUTH HERO VT US,20100330,1.89,9.4,5.10,32.4,36.6,45.9,27.4
GHCND:USC00437607,SOUTH HERO VT US,20100331,1.96,9.6,5.17,32.6,37.1,46.4,27.9
GHCND:USC00437607,SOUTH HERO VT US,20100401,0.07,0.1,5.24,32.7,37.6,46.8,28.3
GHCND:USC00437607,SOUTH HERO VT US,20100402,0.15,0.3,5.32,32.9,38.1,47.3,28.8
GHCND:USC00437607,SOUTH HERO VT US,20100403,0.22,0.4,5.39,33.0,38.5,47.8,29.3
GHCND:USC00437607,SOUTH HERO VT US,20100404,0.30,0.5,5.47,33.1,39.0,48.3,29.7
GHCND:USC00437607,SOUTH HERO VT US,20100405,0.37,0.6,5.54,33.2,39.5,48.8,30.2
GHCND:USC00437607,SOUTH HERO VT US,20100406,0.44,0.7,5.61,33.3,40.0,49.3,30.6
GHCND:USC00437607,SOUTH HERO VT US,20100407,0.52,0.8,5.69,33.4,40.5,49.8,31.1
GHCND:USC00437607,SOUTH HERO VT US,20100408,0.59,0.9,5.76,33.5,40.9,50.3,31.5
GHCND:USC00437607,SOUTH HERO VT US,20100409,0.67,0.9,5.84,33.5,41.4,50.8,32.0
GHCND:USC00437607,SOUTH HERO VT US,20100410,0.75,1.0,5.92,33.6,41.9,51.3,32.5
GHCND:USC00437607,SOUTH HERO VT US,20100411,0.83,1.1,6.00,33.7,42.4,51.8,32.9
GHCND:USC00437607,SOUTH HERO VT US,20100412,0.91,1.2,6.08,33.8,42.8,52.3,33.3
GHCND:USC00437607,SOUTH HERO VT US,20100413,0.99,1.2,6.16,33.8,43.3,52.9,33.8
GHCND:USC00437607,SOUTH HERO VT US,20100414,1.07,1.3,6.24,33.9,43.8,53.4,34.2
GHCND:USC00437607,SOUTH HERO VT US,20100415,1.15,1.4,6.32,34.0,44.3,53.9,34.7
GHCND:USC00437607,SOUTH HERO VT US,20100416,1.23,1.4,6.40,34.0,44.7,54.3,35.1
GHCND:USC00437607,SOUTH HERO VT US,20100417,1.32,1.5,6.49,34.1,45.2,54.8,35.5
GHCND:USC00437607,SOUTH HERO VT US,20100418,1.40,1.5,6.57,34.1,45.6,55.3,35.9
GHCND:USC00437607,SOUTH HERO VT US,20100419,1.48,1.6,6.65,34.2,46.1,55.8,36.3
GHCND:USC00437607,SOUTH HERO VT US,20100420,1.56,1.6,6.73,34.2,46.5,56.3,36.7
GHCND:USC00437607,SOUTH HERO VT US,20100421,1.64,1.6,6.81,34.2,47.0,56.8,37.1
GHCND:USC00437607,SOUTH HERO VT US,20100422,1.72,1.7,6.89,34.3,47.4,57.3,37.5
GHCND:USC00437607,SOUTH HERO VT US,20100423,1.80,1.7,6.97,34.3,47.8,57.7,37.9
GHCND:USC00437607,SOUTH HERO VT US,20100424,1.88,1.8,7.05,34.4,48.2,58.2,38.3
GHCND:USC00437607,SOUTH HERO VT US,20100425,1.96,1.8,7.13,34.4,48.7,58.6,38.7
GHCND:USC00437607,SOUTH HERO VT US,20100426,2.05,1.8,7.22,34.4,49.1,59.1,39.1
GHCND:USC00437607,SOUTH HERO VT US,20100427,2.13,1.8,7.30,34.4,49.5,59.5,39.4
GHCND:USC00437607,SOUTH HERO VT US,20100428,2.22,1.9,7.39,34.5,49.9,60.0,39.8
GHCND:USC00437607,SOUTH HERO VT US,20100429,2.32,1.9,7.49,34.5,50.3,60.4,40.1
GHCND:USC00437607,SOUTH HERO VT US,20100430,2.41,1.9,7.58,34.5,50.7,60.8,40.5
GHCND:USC00437607,SOUTH HERO VT US,20100501,0.09,0.0,7.67,34.5,51.0,61.2,40.8
GHCND:USC00437607,SOUTH HERO VT US,20100502,0.17,0.0,7.75,34.5,51.4,61.6,41.2
